Year,Sampling Date,Plot,Replication,Cover Crop,Weed Species,Day of Year,Emergence Count,Cumulative Emergence,Percent Cumulative Emergence,Hydrothermal Time
2022,16-May-22,32,2,Y,woolly cupgrass,136,508,508,23.68298368,283.3404167
2022,24-May-22,32,2,Y,woolly cupgrass,144,852,1360,63.4032634,359.6108333
2022,31-May-22,32,2,Y,woolly cupgrass,151,131,1491,69.51048951,431.65875
2022,14-Jun-22,32,2,Y,woolly cupgrass,165,117,1608,74.96503497,487.49625
2022,23-Jun-22,32,2,Y,woolly cupgrass,174,33,1641,76.5034965,487.49625
2022,5-Jul-22,32,2,Y,woolly cupgrass,186,12,1653,77.06293706,517.3558333
2022,11-Jul-22,32,2,Y,woolly cupgrass,192,482,2135,99.53379953,604.6641667
2022,25-Jul-22,32,2,Y,woolly cupgrass,206,8,2143,99.90675991,703.5995833
2022,9-Aug-22,32,2,Y,woolly cupgrass,221,0,2143,99.90675991,770.6991667
2022,26-Aug-22,32,2,Y,woolly cupgrass,238,2,2145,100,1075.804167
2022,16-Sep-22,32,2,Y,woolly cupgrass,259,0,2145,100,1333.643333
2022,15-Apr-22,33,3,Y,woolly cupgrass,105,0,0,0.001,39.87625
2022,25-Apr-22,33,3,Y,woolly cupgrass,115,0,0,0.001,73.10291667
2022,5-May-22,33,3,Y,woolly cupgrass,125,0,0,0.001,122.5958333
2022,16-May-22,33,3,Y,woolly cupgrass,136,394,394,16.89536878,283.3404167
2022,24-May-22,33,3,Y,woolly cupgrass,144,1208,1602,68.69639794,359.6108333
2022,31-May-22,33,3,Y,woolly cupgrass,151,194,1796,77.01543739,431.65875
2022,14-Jun-22,33,3,Y,woolly cupgrass,165,134,1930,82.76157804,487.49625
2022,23-Jun-22,33,3,Y,woolly cupgrass,174,32,1962,84.13379074,487.49625
2022,5-Jul-22,33,3,Y,woolly cupgrass,186,5,1967,84.34819897,517.3558333
2022,11-Jul-22,33,3,Y,woolly cupgrass,192,354,2321,99.52830189,604.6641667
2022,25-Jul-22,33,3,Y,woolly cupgrass,206,7,2328,99.82847341,703.5995833
2022,9-Aug-22,33,3,Y,woolly cupgrass,221,0,2328,99.82847341,770.6991667
2022,26-Aug-22,33,3,Y,woolly cupgrass,238,4,2332,100,1075.804167
2022,16-Sep-22,33,3,Y,woolly cupgrass,259,0,2332,100,1333.643333
2022,15-Apr-22,34,1,N,woolly cupgrass,105,0,0,0.001,64.18791667
2022,25-Apr-22,34,1,N,woolly cupgrass,115,0,0,0.001,109.5575
2022,5-May-22,34,1,N,woolly cupgrass,125,0,0,0.001,174.5891667
2022,16-May-22,34,1,N,woolly cupgrass,136,781,781,56.2275018,338.7225
2022,24-May-22,34,1,N,woolly cupgrass,144,227,1008,72.57019438,422.1291667
2022,31-May-22,34,1,N,woolly cupgrass,151,126,1134,81.64146868,496.895
2022,14-Jun-22,34,1,N,woolly cupgrass,165,8,1142,82.21742261,546.615
2022,23-Jun-22,34,1,N,woolly cupgrass,174,115,1257,90.49676026,546.615
2022,5-Jul-22,34,1,N,woolly cupgrass,186,29,1286,92.58459323,578.78
2022,11-Jul-22,34,1,N,woolly cupgrass,192,88,1374,98.92008639,663.8954167
2022,25-Jul-22,34,1,N,woolly cupgrass,206,15,1389,100,761.7166667
2022,9-Aug-22,34,1,N,woolly cupgrass,221,0,1389,100,833.9975
2022,26-Aug-22,34,1,N,woolly cupgrass,238,0,1389,100,1166.98375
2022,16-Sep-22,34,1,N,woolly cupgrass,259,0,1389,100,1425.402917
2022,15-Apr-22,35,2,N,woolly cupgrass,105,0,0,0.001,64.18791667
2022,25-Apr-22,35,2,N,woolly cupgrass,115,0,0,0.001,109.5575
2022,5-May-22,35,2,N,woolly cupgrass,125,0,0,0.001,174.5891667
2022,16-May-22,35,2,N,woolly cupgrass,136,856,856,56.09436435,338.7225
2022,24-May-22,35,2,N,woolly cupgrass,144,315,1171,76.73656619,422.1291667
2022,31-May-22,35,2,N,woolly cupgrass,151,215,1386,90.82568807,496.895
2022,14-Jun-22,35,2,N,woolly cupgrass,165,5,1391,91.15334207,546.615
2022,23-Jun-22,35,2,N,woolly cupgrass,174,73,1464,95.93709043,546.615
2022,5-Jul-22,35,2,N,woolly cupgrass,186,14,1478,96.85452163,578.78
2022,11-Jul-22,35,2,N,woolly cupgrass,192,42,1520,99.6068152,663.8954167
2022,25-Jul-22,35,2,N,woolly cupgrass,206,6,1526,100,761.7166667
2022,9-Aug-22,35,2,N,woolly cupgrass,221,0,1526,100,833.9975
2022,26-Aug-22,35,2,N,woolly cupgrass,238,0,1526,100,1166.98375
2022,16-Sep-22,35,2,N,woolly cupgrass,259,0,1526,100,1425.402917
2022,15-Apr-22,36,3,N,woolly cupgrass,105,0,0,0.001,64.18791667
2022,25-Apr-22,36,3,N,woolly cupgrass,115,0,0,0.001,109.5575
2022,5-May-22,36,3,N,woolly cupgrass,125,0,0,0.001,174.5891667
2022,16-May-22,36,3,N,woolly cupgrass,136,632,632,42.78943805,338.7225
2022,24-May-22,36,3,N,woolly cupgrass,144,288,920,62.28842248,422.1291667
2022,31-May-22,36,3,N,woolly cupgrass,151,358,1278,86.5267434,496.895
2022,14-Jun-22,36,3,N,woolly cupgrass,165,0,1278,86.5267434,546.615
2022,23-Jun-22,36,3,N,woolly cupgrass,174,85,1363,92.281652,546.615
2022,5-Jul-22,36,3,N,woolly cupgrass,186,22,1385,93.77115775,578.78
2022,11-Jul-22,36,3,N,woolly cupgrass,192,74,1459,98.78131347,663.8954167
2022,25-Jul-22,36,3,N,woolly cupgrass,206,18,1477,100,761.7166667
2022,9-Aug-22,36,3,N,woolly cupgrass,221,0,1477,100,833.9975
2022,26-Aug-22,36,3,N,woolly cupgrass,238,0,1477,100,1166.98375
2022,16-Sep-22,36,3,N,woolly cupgrass,259,0,1477,100,1425.402917
2023,13-Apr,7,1,N,giant ragweed,103,0,0,0.001,58.4475
2023,18-Apr,7,1,N,giant ragweed,108,0,0,0.001,100.2783333
2023,26-Apr,7,1,N,giant ragweed,116,0,0,0.001,162.1870833
2023,1-May,7,1,N,giant ragweed,121,8,8,9.756097561,326.5441667
2023,7-May,7,1,N,giant ragweed,127,17,25,30.48780488,411.2158333
2023,12-May,7,1,N,giant ragweed,132,11,36,43.90243902,483.3670833
2023,23-May,7,1,N,giant ragweed,143,13,49,59.75609756,538.9133333
2023,30-May,7,1,N,giant ragweed,150,7,56,68.29268293,538.9133333
2023,13-Jun,7,1,N,giant ragweed,164,8,64,78.04878049,570.75625
2023,23-Jun,7,1,N,giant ragweed,174,0,64,78.04878049,653.7525
2023,30-Jun,7,1,N,giant ragweed,181,0,64,78.04878049,753.0825
2023,6-Jul,7,1,N,giant ragweed,187,18,82,100,824.6779167
2023,14-Jul,7,1,N,giant ragweed,195,0,82,100,1148.667917
2023,20-Jul,7,1,N,giant ragweed,201,0,82,100,1411.90125
2023,2-Aug,7,1,N,giant ragweed,214,0,82,100,58.4475
2023,16-Aug,7,1,N,giant ragweed,228,0,82,100,100.2783333
2023,13-Apr,8,2,N,giant ragweed,103,0,0,0.001,162.1870833
2023,18-Apr,8,2,N,giant ragweed,108,0,0,0.001,326.5441667
2023,26-Apr,8,2,N,giant ragweed,116,1,1,1.492537313,411.2158333
2023,1-May,8,2,N,giant ragweed,121,6,7,10.44776119,483.3670833
2023,7-May,8,2,N,giant ragweed,127,14,21,31.34328358,538.9133333
2023,12-May,8,2,N,giant ragweed,132,16,37,55.2238806,538.9133333
2023,23-May,8,2,N,giant ragweed,143,8,45,67.1641791,570.75625
2023,30-May,8,2,N,giant ragweed,150,5,50,74.62686567,653.7525
2023,13-Jun,8,2,N,giant ragweed,164,9,59,88.05970149,753.0825
2023,23-Jun,8,2,N,giant ragweed,174,3,62,92.53731343,824.6779167
2023,30-Jun,8,2,N,giant ragweed,181,0,62,92.53731343,1148.667917
2023,6-Jul,8,2,N,giant ragweed,187,5,67,100,1411.90125
2023,14-Jul,8,2,N,giant ragweed,195,0,67,100,58.4475
2023,20-Jul,8,2,N,giant ragweed,201,0,67,100,100.2783333
2023,2-Aug,8,2,N,giant ragweed,214,0,67,100,162.1870833
2023,16-Aug,8,2,N,giant ragweed,228,0,67,100,326.5441667
2023,13-Apr,9,3,N,giant ragweed,103,0,0,0.001,411.2158333
2023,18-Apr,9,3,N,giant ragweed,108,0,0,0.001,483.3670833
2023,26-Apr,9,3,N,giant ragweed,116,2,2,7.692307692,538.9133333
2023,1-May,9,3,N,giant ragweed,121,4,6,23.07692308,538.9133333
2023,7-May,9,3,N,giant ragweed,127,8,14,53.84615385,570.75625
2023,12-May,9,3,N,giant ragweed,132,5,19,73.07692308,653.7525
2023,23-May,9,3,N,giant ragweed,143,4,23,88.46153846,753.0825
2023,30-May,9,3,N,giant ragweed,150,0,23,88.46153846,824.6779167
2023,13-Jun,9,3,N,giant ragweed,164,0,23,88.46153846,1148.667917
2023,23-Jun,9,3,N,giant ragweed,174,0,23,88.46153846,1411.90125
2023,30-Jun,9,3,N,giant ragweed,181,0,23,88.46153846,85.78958333
2023,6-Jul,9,3,N,giant ragweed,187,3,26,100,140.44
2023,14-Jul,9,3,N,giant ragweed,195,0,26,100,218.16375
2023,20-Jul,9,3,N,giant ragweed,201,0,26,100,391.7916667
2023,2-Aug,9,3,N,giant ragweed,214,0,26,100,480.2458333
2023,16-Aug,9,3,N,giant ragweed,228,0,26,100,558.9066667
2023,13-Apr,10,1,Y,giant ragweed,103,2,2,1.694915254,606.02875
2023,18-Apr,10,1,Y,giant ragweed,108,4,6,5.084745763,606.02875
2023,26-Apr,10,1,Y,giant ragweed,116,5,11,9.322033898,640.1770833
2023,1-May,10,1,Y,giant ragweed,121,16,27,22.88135593,718.0129167
2023,7-May,10,1,Y,giant ragweed,127,15,42,35.59322034,814.0583333
2023,12-May,10,1,Y,giant ragweed,132,24,66,55.93220339,890.7975
2023,23-May,10,1,Y,giant ragweed,143,8,74,62.71186441,1238.71
2023,30-May,10,1,Y,giant ragweed,150,4,78,66.10169492,1500.765417
2023,13-Jun,10,1,Y,giant ragweed,164,5,83,70.33898305,85.78958333
2023,23-Jun,10,1,Y,giant ragweed,174,9,92,77.96610169,140.44
2023,30-Jun,10,1,Y,giant ragweed,181,0,92,77.96610169,218.16375
2023,6-Jul,10,1,Y,giant ragweed,187,26,118,100,391.7916667
2023,14-Jul,10,1,Y,giant ragweed,195,0,118,100,480.2458333
2023,20-Jul,10,1,Y,giant ragweed,201,0,118,100,558.9066667
2023,2-Aug,10,1,Y,giant ragweed,214,0,118,100,606.02875
2023,16-Aug,10,1,Y,giant ragweed,228,0,118,100,606.02875
2023,13-Apr,11,2,Y,giant ragweed,103,2,2,2.06185567,640.1770833
2023,18-Apr,11,2,Y,giant ragweed,108,10,12,12.37113402,718.0129167
2023,26-Apr,11,2,Y,giant ragweed,116,8,20,20.6185567,814.0583333
2023,1-May,11,2,Y,giant ragweed,121,11,31,31.95876289,890.7975
2023,7-May,11,2,Y,giant ragweed,127,12,43,44.32989691,1238.71
2023,12-May,11,2,Y,giant ragweed,132,16,59,60.82474227,1500.765417
2023,23-May,11,2,Y,giant ragweed,143,6,65,67.01030928,85.78958333
2023,30-May,11,2,Y,giant ragweed,150,6,71,73.19587629,140.44
2023,13-Jun,11,2,Y,giant ragweed,164,5,76,78.35051546,218.16375
2023,23-Jun,11,2,Y,giant ragweed,174,0,76,78.35051546,391.7916667
2023,30-Jun,11,2,Y,giant ragweed,181,0,76,78.35051546,480.2458333
2023,6-Jul,11,2,Y,giant ragweed,187,21,97,100,558.9066667
2023,14-Jul,11,2,Y,giant ragweed,195,0,97,100,606.02875
2023,20-Jul,11,2,Y,giant ragweed,201,0,97,100,606.02875
2023,2-Aug,11,2,Y,giant ragweed,214,0,97,100,640.1770833
2023,16-Aug,11,2,Y,giant ragweed,228,0,97,100,718.0129167
2023,13-Apr,12,3,Y,giant ragweed,103,1,1,0.537634409,814.0583333
2023,18-Apr,12,3,Y,giant ragweed,108,13,14,7.52688172,890.7975
2023,26-Apr,12,3,Y,giant ragweed,116,11,25,13.44086022,1238.71
2023,1-May,12,3,Y,giant ragweed,121,20,45,24.19354839,1500.765417
2023,7-May,12,3,Y,giant ragweed,127,28,73,39.24731183,57.0425
2023,12-May,12,3,Y,giant ragweed,132,43,116,62.3655914,59.67875
2023,23-May,12,3,Y,giant ragweed,143,12,128,68.8172043,72.45166667
2023,30-May,12,3,Y,giant ragweed,150,7,135,72.58064516,99.02416667
2023,13-Jun,12,3,Y,giant ragweed,164,14,149,80.10752688,112.03
2023,23-Jun,12,3,Y,giant ragweed,174,4,153,82.25806452,114.0554167
2023,30-Jun,12,3,Y,giant ragweed,181,0,153,82.25806452,166.7404167
2023,6-Jul,12,3,Y,giant ragweed,187,33,186,100,166.7404167
2023,14-Jul,12,3,Y,giant ragweed,195,0,186,100,188.23875
2023,20-Jul,12,3,Y,giant ragweed,201,0,186,100,203.7279167
2023,2-Aug,12,3,Y,giant ragweed,214,0,186,100,263.3325
2023,16-Aug,12,3,Y,giant ragweed,228,0,186,100,302.0754167
2023,13-Apr,13,1,Y,waterhemp,103,0,0,0.001,330.4341667
2023,18-Apr,13,1,Y,waterhemp,108,0,0,0.001,387.1491667
2023,26-Apr,13,1,Y,waterhemp,116,0,0,0.001,527.8066667
2023,1-May,13,1,Y,waterhemp,121,0,0,0.001,604.54625
2023,7-May,13,1,Y,waterhemp,127,0,0,0.001,57.0425
2023,12-May,13,1,Y,waterhemp,132,0,0,0.001,59.67875
2023,23-May,13,1,Y,waterhemp,143,0,0,0.001,72.45166667
2023,30-May,13,1,Y,waterhemp,150,29,29,20.13888889,99.02416667
2023,13-Jun,13,1,Y,waterhemp,164,24,53,36.80555556,112.03
2023,23-Jun,13,1,Y,waterhemp,174,2,55,38.19444444,114.0554167
2023,30-Jun,13,1,Y,waterhemp,181,12,67,46.52777778,166.7404167
2023,6-Jul,13,1,Y,waterhemp,187,51,118,81.94444444,166.7404167
2023,14-Jul,13,1,Y,waterhemp,195,4,122,84.72222222,188.23875
2023,20-Jul,13,1,Y,waterhemp,201,4,126,87.5,203.7279167
2023,2-Aug,13,1,Y,waterhemp,214,12,138,95.83333333,263.3325
2023,16-Aug,13,1,Y,waterhemp,228,6,144,100,302.0754167
2023,13-Apr,14,2,Y,waterhemp,103,0,0,0.001,330.4341667
2023,18-Apr,14,2,Y,waterhemp,108,0,0,0.001,387.1491667
2023,26-Apr,14,2,Y,waterhemp,116,0,0,0.001,527.8066667
2023,1-May,14,2,Y,waterhemp,121,0,0,0.001,604.54625
2023,7-May,14,2,Y,waterhemp,127,0,0,0.001,57.0425
2023,12-May,14,2,Y,waterhemp,132,0,0,0.001,59.67875
2023,23-May,14,2,Y,waterhemp,143,0,0,0.001,72.45166667
2023,30-May,14,2,Y,waterhemp,150,0,0,0.001,99.02416667
2023,13-Jun,14,2,Y,waterhemp,164,22,22,14.19354839,112.03
2023,23-Jun,14,2,Y,waterhemp,174,28,50,32.25806452,114.0554167
2023,30-Jun,14,2,Y,waterhemp,181,15,65,41.93548387,166.7404167
2023,6-Jul,14,2,Y,waterhemp,187,64,129,83.22580645,166.7404167
2023,14-Jul,14,2,Y,waterhemp,195,8,137,88.38709677,188.23875
2023,20-Jul,14,2,Y,waterhemp,201,3,140,90.32258065,203.7279167
2023,2-Aug,14,2,Y,waterhemp,214,4,144,92.90322581,263.3325
2023,16-Aug,14,2,Y,waterhemp,228,11,155,100,302.0754167
2023,13-Apr,15,3,Y,waterhemp,103,0,0,0.001,330.4341667
2023,18-Apr,15,3,Y,waterhemp,108,0,0,0.001,387.1491667
2023,26-Apr,15,3,Y,waterhemp,116,0,0,0.001,527.8066667
2023,1-May,15,3,Y,waterhemp,121,0,0,0.001,604.54625
2023,7-May,15,3,Y,waterhemp,127,0,0,0.001,50.55708333
2023,12-May,15,3,Y,waterhemp,132,0,0,0.001,53.21
2023,23-May,15,3,Y,waterhemp,143,0,0,0.001,58.42583333
2023,30-May,15,3,Y,waterhemp,150,0,0,0.001,76.06416667
2023,13-Jun,15,3,Y,waterhemp,164,34,34,22.07792208,89.03583333
2023,23-Jun,15,3,Y,waterhemp,174,0,34,22.07792208,93.07666667
2023,30-Jun,15,3,Y,waterhemp,181,27,61,39.61038961,141.5941667
2023,6-Jul,15,3,Y,waterhemp,187,71,132,85.71428571,141.5941667
2023,14-Jul,15,3,Y,waterhemp,195,5,137,88.96103896,160.56125
2023,20-Jul,15,3,Y,waterhemp,201,2,139,90.25974026,175.6175
2023,2-Aug,15,3,Y,waterhemp,214,8,147,95.45454545,231.71125
2023,16-Aug,15,3,Y,waterhemp,228,7,154,100,266.2504167
2023,13-Apr,16,1,N,waterhemp,103,0,0,0.001,294.1191667
2023,18-Apr,16,1,N,waterhemp,108,0,0,0.001,351.49875
2023,26-Apr,16,1,N,waterhemp,116,0,0,0.001,484.0075
2023,1-May,16,1,N,waterhemp,121,0,0,0.001,555.9570833
2023,7-May,16,1,N,waterhemp,127,0,0,0.001,50.55708333
2023,12-May,16,1,N,waterhemp,132,0,0,0.001,53.21
2023,23-May,16,1,N,waterhemp,143,0,0,0.001,58.42583333
2023,30-May,16,1,N,waterhemp,150,0,0,0.001,76.06416667
2023,13-Jun,16,1,N,waterhemp,164,56,56,24.66960352,89.03583333
2023,23-Jun,16,1,N,waterhemp,174,57,113,49.77973568,93.07666667
2023,30-Jun,16,1,N,waterhemp,181,32,145,63.87665198,141.5941667
2023,6-Jul,16,1,N,waterhemp,187,8,153,67.40088106,141.5941667
2023,14-Jul,16,1,N,waterhemp,195,48,201,88.54625551,160.56125
2023,20-Jul,16,1,N,waterhemp,201,12,213,93.83259912,175.6175
2023,2-Aug,16,1,N,waterhemp,214,4,217,95.59471366,231.71125
2023,16-Aug,16,1,N,waterhemp,228,10,227,100,266.2504167
2023,13-Apr,17,2,N,waterhemp,103,0,0,0.001,294.1191667
2023,18-Apr,17,2,N,waterhemp,108,0,0,0.001,351.49875
2023,26-Apr,17,2,N,waterhemp,116,0,0,0.001,484.0075
2023,1-May,17,2,N,waterhemp,121,0,0,0.001,555.9570833
2023,7-May,17,2,N,waterhemp,127,0,0,0.001,50.55708333
2023,12-May,17,2,N,waterhemp,132,0,0,0.001,53.21
2023,23-May,17,2,N,waterhemp,143,0,0,0.001,58.42583333
2023,30-May,17,2,N,waterhemp,150,0,0,0.001,76.06416667
2023,13-Jun,17,2,N,waterhemp,164,59,59,21.9330855,89.03583333
2023,23-Jun,17,2,N,waterhemp,174,8,67,24.9070632,93.07666667
2023,30-Jun,17,2,N,waterhemp,181,34,101,37.5464684,141.5941667
2023,6-Jul,17,2,N,waterhemp,187,22,123,45.72490706,141.5941667
2023,14-Jul,17,2,N,waterhemp,195,28,151,56.133829,160.56125
2023,20-Jul,17,2,N,waterhemp,201,48,199,73.97769517,175.6175
2023,2-Aug,17,2,N,waterhemp,214,52,251,93.30855019,231.71125
2023,16-Aug,17,2,N,waterhemp,228,18,269,100,266.2504167
2023,13-Apr,18,3,N,waterhemp,103,0,0,0.001,294.1191667
2023,18-Apr,18,3,N,waterhemp,108,0,0,0.001,351.49875
2023,26-Apr,18,3,N,waterhemp,116,0,0,0.001,484.0075
2023,1-May,18,3,N,waterhemp,121,0,0,0.001,555.9570833
2023,7-May,18,3,N,waterhemp,127,0,0,0.001,123.3308333
2023,12-May,18,3,N,waterhemp,132,0,0,0.001,171.8583333
2023,23-May,18,3,N,waterhemp,143,0,0,0.001,208.2233333
2023,30-May,18,3,N,waterhemp,150,0,0,0.001,257.025
2023,13-Jun,18,3,N,waterhemp,164,49,49,22.1719457,343.0579167
2023,23-Jun,18,3,N,waterhemp,174,45,94,42.53393665,439.11
2023,30-Jun,18,3,N,waterhemp,181,58,152,68.77828054,632.0233333
2023,6-Jul,18,3,N,waterhemp,187,4,156,70.58823529,787.405
2023,14-Jul,18,3,N,waterhemp,195,21,177,80.09049774,1064.8825
2023,20-Jul,18,3,N,waterhemp,201,15,192,86.87782805,1310.216667
2023,2-Aug,18,3,N,waterhemp,214,17,209,94.57013575,1426.514583
2023,16-Aug,18,3,N,waterhemp,228,12,221,100,1573.422917
2023,13-Apr,19,1,Y,common lambsquarters,103,0,0,0.001,1750.439583
2023,18-Apr,19,1,Y,common lambsquarters,108,22,22,4.761904762,1883.044583
2023,26-Apr,19,1,Y,common lambsquarters,116,36,58,12.55411255,2200.670417
2023,1-May,19,1,Y,common lambsquarters,121,8,66,14.28571429,2527.424583
2023,7-May,19,1,Y,common lambsquarters,127,124,190,41.12554113,123.3308333
2023,12-May,19,1,Y,common lambsquarters,132,88,278,60.17316017,171.8583333
2023,23-May,19,1,Y,common lambsquarters,143,36,314,67.96536797,208.2233333
2023,30-May,19,1,Y,common lambsquarters,150,22,336,72.72727273,257.025
2023,13-Jun,19,1,Y,common lambsquarters,164,4,340,73.59307359,343.0579167
2023,23-Jun,19,1,Y,common lambsquarters,174,3,343,74.24242424,439.11
2023,30-Jun,19,1,Y,common lambsquarters,181,25,368,79.65367965,632.0233333
2023,6-Jul,19,1,Y,common lambsquarters,187,72,440,95.23809524,787.405
2023,14-Jul,19,1,Y,common lambsquarters,195,16,456,98.7012987,1064.8825
2023,20-Jul,19,1,Y,common lambsquarters,201,6,462,100,1310.216667
2023,2-Aug,19,1,Y,common lambsquarters,214,0,462,100,1426.514583
2023,16-Aug,19,1,Y,common lambsquarters,228,0,462,100,1573.422917
2023,13-Apr,20,2,Y,common lambsquarters,103,0,0,0.001,1750.439583
2023,18-Apr,20,2,Y,common lambsquarters,108,26,26,6.435643564,1883.044583
2023,26-Apr,20,2,Y,common lambsquarters,116,22,48,11.88118812,2200.670417
2023,1-May,20,2,Y,common lambsquarters,121,7,55,13.61386139,2527.424583
2023,7-May,20,2,Y,common lambsquarters,127,78,133,32.92079208,123.3308333
2023,12-May,20,2,Y,common lambsquarters,132,121,254,62.87128713,171.8583333
2023,23-May,20,2,Y,common lambsquarters,143,15,269,66.58415842,208.2233333
2023,30-May,20,2,Y,common lambsquarters,150,33,302,74.75247525,257.025
2023,13-Jun,20,2,Y,common lambsquarters,164,5,307,75.99009901,343.0579167
2023,23-Jun,20,2,Y,common lambsquarters,174,4,311,76.98019802,439.11
2023,30-Jun,20,2,Y,common lambsquarters,181,13,324,80.1980198,632.0233333
2023,6-Jul,20,2,Y,common lambsquarters,187,58,382,94.55445545,787.405
2023,14-Jul,20,2,Y,common lambsquarters,195,20,402,99.5049505,1064.8825
2023,20-Jul,20,2,Y,common lambsquarters,201,2,404,100,1310.216667
2023,2-Aug,20,2,Y,common lambsquarters,214,0,404,100,1426.514583
2023,16-Aug,20,2,Y,common lambsquarters,228,0,404,100,1573.422917
2023,13-Apr,21,3,Y,common lambsquarters,103,0,0,0.001,1750.439583
2023,18-Apr,21,3,Y,common lambsquarters,108,19,19,6.810035842,1883.044583
2023,26-Apr,21,3,Y,common lambsquarters,116,31,50,17.92114695,2200.670417
2023,1-May,21,3,Y,common lambsquarters,121,5,55,19.71326165,2527.424583
2023,7-May,21,3,Y,common lambsquarters,127,64,119,42.65232975,94.16666667
2023,12-May,21,3,Y,common lambsquarters,132,71,190,68.10035842,135.10625
2023,23-May,21,3,Y,common lambsquarters,143,12,202,72.40143369,161.0566667
2023,30-May,21,3,Y,common lambsquarters,150,14,216,77.41935484,200.2775
2023,13-Jun,21,3,Y,common lambsquarters,164,3,219,78.49462366,274.5979167
2023,23-Jun,21,3,Y,common lambsquarters,174,2,221,79.21146953,361.13375
2023,30-Jun,21,3,Y,common lambsquarters,181,10,231,82.79569892,530.0495833
2023,6-Jul,21,3,Y,common lambsquarters,187,34,265,94.98207885,668.15875
2023,14-Jul,21,3,Y,common lambsquarters,195,11,276,98.92473118,954.7583333
2023,20-Jul,21,3,Y,common lambsquarters,201,3,279,100,1175.556667
2023,2-Aug,21,3,Y,common lambsquarters,214,0,279,100,1299.491667
2023,16-Aug,21,3,Y,common lambsquarters,228,0,279,100,1433.1675
2023,13-Apr,22,1,N,common lambsquarters,103,0,0,0.001,1592.28625
2023,18-Apr,22,1,N,common lambsquarters,108,8,8,2.666666667,1712.662083
2023,26-Apr,22,1,N,common lambsquarters,116,14,22,7.333333333,2004.248333
2023,1-May,22,1,N,common lambsquarters,121,19,41,13.66666667,2303.9075
2023,7-May,22,1,N,common lambsquarters,127,18,59,19.66666667,94.16666667
2023,12-May,22,1,N,common lambsquarters,132,20,79,26.33333333,135.10625
2023,23-May,22,1,N,common lambsquarters,143,29,108,36,161.0566667
2023,30-May,22,1,N,common lambsquarters,150,47,155,51.66666667,200.2775
2023,13-Jun,22,1,N,common lambsquarters,164,3,158,52.66666667,274.5979167
2023,23-Jun,22,1,N,common lambsquarters,174,7,165,55,361.13375
2023,30-Jun,22,1,N,common lambsquarters,181,45,210,70,530.0495833
2023,6-Jul,22,1,N,common lambsquarters,187,28,238,79.33333333,668.15875
2023,14-Jul,22,1,N,common lambsquarters,195,52,290,96.66666667,954.7583333
2023,20-Jul,22,1,N,common lambsquarters,201,10,300,100,1175.556667
2023,2-Aug,22,1,N,common lambsquarters,214,0,300,100,1299.491667
2023,16-Aug,22,1,N,common lambsquarters,228,0,300,100,1433.1675
2023,13-Apr,23,2,N,common lambsquarters,103,0,0,0.001,1592.28625
2023,18-Apr,23,2,N,common lambsquarters,108,6,6,2.803738318,1712.662083
2023,26-Apr,23,2,N,common lambsquarters,116,8,14,6.542056075,2004.248333
2023,1-May,23,2,N,common lambsquarters,121,16,30,14.01869159,2303.9075
2023,7-May,23,2,N,common lambsquarters,127,38,68,31.77570093,94.16666667
2023,12-May,23,2,N,common lambsquarters,132,15,83,38.78504673,135.10625
2023,23-May,23,2,N,common lambsquarters,143,21,104,48.59813084,161.0566667
2023,30-May,23,2,N,common lambsquarters,150,18,122,57.00934579,200.2775
2023,13-Jun,23,2,N,common lambsquarters,164,15,137,64.01869159,274.5979167
2023,23-Jun,23,2,N,common lambsquarters,174,2,139,64.95327103,361.13375
2023,30-Jun,23,2,N,common lambsquarters,181,14,153,71.4953271,530.0495833
2023,6-Jul,23,2,N,common lambsquarters,187,9,162,75.70093458,668.15875
2023,14-Jul,23,2,N,common lambsquarters,195,40,202,94.39252336,954.7583333
2023,20-Jul,23,2,N,common lambsquarters,201,12,214,100,1175.556667
2023,2-Aug,23,2,N,common lambsquarters,214,0,214,100,1299.491667
2023,16-Aug,23,2,N,common lambsquarters,228,0,214,100,1433.1675
2023,13-Apr,24,3,N,common lambsquarters,103,0,0,0.001,1592.28625
2023,18-Apr,24,3,N,common lambsquarters,108,5,5,2.717391304,1712.662083
2023,26-Apr,24,3,N,common lambsquarters,116,9,14,7.608695652,2004.248333
2023,1-May,24,3,N,common lambsquarters,121,35,49,26.63043478,2303.9075
2023,7-May,24,3,N,common lambsquarters,127,15,64,34.7826087,24.58416667
2023,12-May,24,3,N,common lambsquarters,132,10,74,40.2173913,24.61291667
2023,23-May,24,3,N,common lambsquarters,143,15,89,48.36956522,25.74125
2023,30-May,24,3,N,common lambsquarters,150,12,101,54.89130435,33.93333333
2023,13-Jun,24,3,N,common lambsquarters,164,11,112,60.86956522,37.39625
2023,23-Jun,24,3,N,common lambsquarters,174,0,112,60.86956522,37.39625
2023,30-Jun,24,3,N,common lambsquarters,181,18,130,70.65217391,59.35708333
2023,6-Jul,24,3,N,common lambsquarters,187,8,138,75,59.35708333
2023,14-Jul,24,3,N,common lambsquarters,195,32,170,92.39130435,71.24208333
2023,20-Jul,24,3,N,common lambsquarters,201,14,184,100,75.88666667
2023,2-Aug,24,3,N,common lambsquarters,214,0,184,100,110.43125
2023,16-Aug,24,3,N,common lambsquarters,228,0,184,100,136.9704167
2023,13-Apr,25,1,Y,common ragweed,103,0,0,0.001,154.0783333
